title|url|date|source
NACHBÖRSE/XDAX -0,3% auf 16.823 Pkt - Prosiebensat1 gesucht|https://www.finanzen.at/nachrichten/aktien/nachboerse-xdax-0-3percent-auf-16-823-pkt-prosiebensat1-gesucht-1033063026|2024-02-13|finanzen.at
David Cameron to urge China to take tougher stance on Houthi attacks in the Red Sea|https://www.telegraph.co.uk/politics/2024/02/13/david-cameron-china-tougher-stance-houthi-red-sea/|2024-02-13|The Telegraph
NACHBÖRSE/XDAX -0,3% auf 16.823 Pkt - Prosiebensat1 gesucht|https://de.marketscreener.com/kurs/aktie/VARTA-AG-646256/news/NACHBORSE-XDAX-0-3-auf-16-823-Pkt-Prosiebensat1-gesucht-45943814/|2024-02-13|de.marketscreener.com
GXO Reports Fourth Quarter and Full Year 2023 Results|https://www.marketscreener.com/quote/stock/GXO-LOGISTICS-INC-125090815/news/GXO-Reports-Fourth-Quarter-and-Full-Year-2023-Results-45943666/|2024-02-13|Market Screener
GXO Reports Fourth Quarter and Full Year 2023 Results|https://www.wallstreet-online.de/nachricht/17788953-gxo-reports-fourth-quarter-and-full-year-2023-results|2024-02-13|wallstreet:online
Cyberattaque de gestionnaires de tiers payant : un formulaire pour que les victimes déposent plainte est disponible sur le site du ministère de l'Intérieur|https://www.francetvinfo.fr/internet/securite-sur-internet/cyberattaques/cyberattaque-de-gestionnaires-de-tiers-payant-un-formulaire-pour-que-les-victimes-deposent-plainte-est-disponible-sur-le-site-du-ministere-de-l-interieur_6364012.html|2024-02-13|Franceinfo
SentinelOne Announces Date of Fiscal Fourth Quarter and Fiscal Year 2024 Financial Results Conference Call|https://www.eagletribune.com/region/sentinelone-announces-date-of-fiscal-fourth-quarter-and-fiscal-year-2024-financial-results-conference-call/article_7ff8c813-0ed9-545d-88e7-54d57074efbb.html|2024-02-13|Eagle-Tribune
GXO Logistics: GXO Reports Fourth Quarter and Full Year 2023 Results|https://www.finanznachrichten.de/nachrichten-2024-02/61397003-gxo-logistics-gxo-reports-fourth-quarter-and-full-year-2023-results-399.htm|2024-02-13|FinanzNachrichten.de
AKAMAI REPORTS FOURTH QUARTER 2023 AND FULL-YEAR 2023 FINANCIAL RESULTS - Akamai Techs (NASDAQ:AKAM)|https://www.benzinga.com/pressreleases/24/02/n37105457/akamai-reports-fourth-quarter-2023-and-full-year-2023-financial-results|2024-02-13|Benzinga
Marina Ferrari remplace Jean-Noël barrot - JJ/MM|https://www.bfmtv.com/economie/replay-emissions/tech-and-co/marina-ferrari-remplace-jean-noel-barrot-jj-mm_VN-202402130932.html|2024-02-13|BFMTV
MGM RESORTS INTERNATIONAL REPORTS RECORD FOURTH QUARTER AND FULL YEAR 2023 RESULTS|https://www.marketscreener.com/quote/stock/MGM-RESORTS-INTERNATIONAL-13513/news/MGM-RESORTS-INTERNATIONAL-REPORTS-RECORD-FOURTH-QUARTER-AND-FULL-YEAR-2023-RESULTS-45943531/|2024-02-13|Market Screener
SentinelOne Announces Date of Fiscal Fourth Quarter and Fiscal Year 2024 Financial Results Conference Call|https://www.marketscreener.com/quote/stock/SENTINELONE-INC-124221575/news/SentinelOne-Announces-Date-of-Fiscal-Fourth-Quarter-and-Fiscal-Year-2024-Financial-Results-Conferenc-45943487/|2024-02-13|Market Screener
CHARLES & COLVARD REPORTS SECOND QUARTER FISCAL YEAR 2024 FINANCIAL RESULTS|https://www.marketscreener.com/quote/stock/CHARLES-COLVARD-LTD-8949/news/CHARLES-COLVARD-REPORTS-SECOND-QUARTER-FISCAL-YEAR-2024-FINANCIAL-RESULTS-45943437/|2024-02-13|Market Screener
PODCAST : Marina Ferrari remplace Jean-Noël barrot - 13/02|https://www.bfmtv.com/economie/replay-emissions/tech-and-co/marina-ferrari-remplace-jean-noel-barrot-13-02_EN-202402130929.html|2024-02-13|BFMTV
Lanbide no cederá sus servidores a empresas privadas para evitar ciberataques como el de noviembre|https://www.eldiario.es/euskadi/lanbide-no-cedera-servidores-empresas-privadas-evitar-ciberataques-noviembre_1_10921722.html|2024-02-13|eldiario.es
TruShield Insurance and Visa Team on Cybersecurity for SMBs|https://www.pymnts.com/news/security-and-risk/2024/trushield-insurance-and-visa-team-on-cybersecurity-for-small-businesses/|2024-02-13|PYMNTS.com
SentinelOne Announces Date of Fiscal Fourth Quarter and Fiscal Year 2024 Financial Results Conference Call|https://www.streetinsider.com/Business+Wire/SentinelOne+Announces+Date+of+Fiscal+Fourth+Quarter+and+Fiscal+Year+2024+Financial+Results+Conference+Call/22765854.html|2024-02-13|StreetInsider.com
CHARLES & COLVARD REPORTS SECOND QUARTER FISCAL YEAR 2024 FINANCIAL RESULTS|https://www.streetinsider.com/PRNewswire/CHARLES+%26amp%3B+COLVARD+REPORTS+SECOND+QUARTER+FISCAL+YEAR+2024+FINANCIAL+RESULTS/22765695.html|2024-02-13|StreetInsider.com
Superior Energy Services Announces Special Dividend - South Africa Today|https://southafricatoday.net/financial/reports/superior-energy-services-announces-special-dividend/|2024-02-13|South Africa Today
Akamai Takes Cloud Computing to the Edge|https://www.streetinsider.com/PRNewswire/Akamai+Takes+Cloud+Computing+to+the+Edge/22765385.html|2024-02-13|StreetInsider.com
AKAMAI REPORTS FOURTH QUARTER 2023 AND FULL-YEAR 2023 FINANCIAL RESULTS|https://www.streetinsider.com/PRNewswire/AKAMAI+REPORTS+FOURTH+QUARTER+2023+AND+FULL-YEAR+2023+FINANCIAL+RESULTS/22765363.html|2024-02-13|StreetInsider.com
The way AI will be sold to a skeptical public is starting to become clear|https://www.nbcbayarea.com/news/business/money-report/the-way-ai-will-be-sold-to-a-skeptical-public-is-starting-to-become-clear/3452604/|2024-02-13|NBC Bay Area
Los ciberataques a Israel por la guerra de Gaza proceden principalmente de Irán|https://www.lavanguardia.com/vida/20240213/9519573/ciberataques-israel-guerra-gaza-proceden-principalmente-iran.html|2024-02-13|LaVanguardia
Southern Water warns up to 500,000 customers that Russia-linked hackers have stolen their details|https://www.telegraph.co.uk/business/2024/02/13/southern-water-warns-up-to-500000-customers-that-russia-lin/|2024-02-13|The Telegraph
DocCheck AG: Vorläufige Geschäftszahlen 2023 EQS-Ad-hoc: DocCheck AG / Schlagwort(e): Jahresergebn|https://www.ad-hoc-news.de/boerse/ad-hoc-mitteilungen/doccheck-ag-vorlaeufige-geschaeftszahlen-2023-eqs-ad-hoc-doccheck-ag/64774135|2024-02-13|Ad Hoc News
Revolutionizing Cybersecurity: CrowdStrike's AI-Powered Solutions ...|https://bnnbreaking.com/tech/revolutionizing-cybersecurity-crowdstrikes-ai-powered-solutions-and-charlotte-ai|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Ukraine claims Russia is buying Starlink terminals in 'Arab countries' after Elon Musk denied selling to Russian forces|https://qz.com/ukraine-russia-starlink-elon-musk-arab-spacex-1851252967|2024-02-13|Quartz
4 Cybersecurity Traps for Integrators to Avoid|https://www.sdmmag.com/articles/102829-4-cybersecurity-traps-for-integrators-to-avoid|2024-02-13|Security Distributing & Marketing Magazine
Cabbies who hacked taxi dispatch line at JFK Airport with fugitive Russian nationals sentenced|https://lawandcrime.com/crime/i-know-that-the-pentagon-is-being-hacked-so-cant-we-hack-the-taxi-industry-new-york-cabbies-sentenced-for-taxi-dispatch-cybercrime-scheme-with-russian-nationals/|2024-02-13|Law & Crime
Armis Unveils Armis AVM: A Comprehensive Solution for Securing Con...|https://bnnbreaking.com/tech/armis-unveils-armis-avm-a-comprehensive-solution-for-securing-connected-assets|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Phishing Scams: The Hidden Dangers in Our Digital Age|https://bnnbreaking.com/tech/phishing-scams-the-hidden-dangers-in-our-digital-age|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Access Control Company Portnox Joins Microsoft's Coalition of Security Partners|https://www.dbta.com/Editorial/News-Flashes/Access-Control-Company-Portnox-Joins-Microsofts-Coalition-of-Security-Partners-162576.aspx|2024-02-13|Database Trends and Applications
BugProve Launches Pro Package: Revolutionizing IoT Cybersecurity f...|https://bnnbreaking.com/tech/bugprove-launches-pro-package-revolutionizing-iot-cybersecurity-for-small-and-medium-sized-manufacturers|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Southern Water warns up to 500,000 customers that Russia-linked hackers have stolen their details|https://finance.yahoo.com/news/southern-water-warns-500-000-201555685.html|2024-02-13|Yahoo! Finance
Get Rich Quick With These 3 Cybersecurity Stocks to Buy Now|https://investorplace.com/2024/02/get-rich-quick-with-these-3-cybersecurity-stocks-to-buy-now/|2024-02-13|InvestorPlace
Ivanti Gets Poor Marks for Cyber Incident Response|https://www.itprotoday.com/vulnerabilities-and-threats/ivanti-gets-poor-marks-cyber-incident-response|2024-02-13|ITPro Today
Hacked Documents Reveal Iran's Strategies To Bypass Sanctions|https://www.iranintl.com/en/202402137504|2024-02-13|ایران اینترنشنال
The FDA is issuing cybersecurity deficiency letters  --  here's how to make sure you don't get one|https://www.medicaldesignandoutsourcing.com/fda-reviewer-cybersecurity-deficiency-letters-medcrypt-naomi-schwartz/|2024-02-13|Medical Design and Outsourcing
Moldova Fortifies Digital Defenses with New Cybersecurity Agency and Cybecor Institute|https://finance.yahoo.com/news/moldova-fortifies-digital-defenses-cybersecurity-193400036.html|2024-02-13|Yahoo! Finance
Cybervorfall: Varta AG hält Produktion an|https://www.heise.de/news/Cybervorfall-Varta-AG-haelt-Produktion-an-9627488.html|2024-02-13|heise online
"Getting Cyber Serious: Mastering the Challenges of Federal Cloud Computing | The Heritage Foundation"|https://www.heritage.org/defense/report/getting-cyber-serious-mastering-the-challenges-federal-cloud-computing|2024-02-13|The Heritage Foundation
What Is Phishing? Understanding Cyber Attacks|https://www.forbes.com/sites/technology/article/what-is-phishing/|2024-02-13|Forbes
VicOne's xNexus Revolutionizes Automotive Cybersecurity with Conte...|https://bnnbreaking.com/tech/vicones-xnexus-revolutionizes-automotive-cybersecurity-with-contextual-insights-and-customized-reporting|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Online Safety Advocate educates WhatsApp users to add more security features to their accounts|https://www.modernghana.com/news/1292353/online-safety-advocate-educates-whatsapp-users.html|2024-02-13|Modern Ghana Media Communication Ltd.
Privileged Access Management Solutions Market Registering at a CAGR of 23.1% During the Forecast Period|https://kalkinemedia.com/news/world-news/privileged-access-management-solutions-market-registering-at-a-cagr-of-231-during-the-forecast-period|2024-02-13|Kalkine Media
Middle East & Africa CISOs Plan to Increase 2024 Budgets by 10%|https://www.darkreading.com/cybersecurity-operations/middle-east-africa-cisos-plan-to-increase-2024-budgets-by-ten-percent|2024-02-13|Dark Reading
Water company with thousands of Kent customers confirms cyber attack|https://www.kentonline.co.uk/kent/news/water-company-with-thousands-of-kent-customers-confirms-cybe-301741/|2024-02-13|Kent Online
IARPA makes awards in 4-year effort studying hacker psychology|https://washingtontechnology.com/contracts/2024/02/iarpa-makes-awards-4-year-research-effort-studying-hacker-psychology/394142/|2024-02-13|Washington Technology
Woolworths' 'Everyday Rewards' collects customers' everyday information|https://www.newstalkzb.co.nz/on-air/early-edition/audio/michael-webster-privacy-commissioner-on-the-data-collected-by-woolworths-as-part-of-their-everyday-rewards-program/|2024-02-13|NewstalkZB
"Pa. courts websites fully restored following cyberattack | WITF"|https://www.witf.org/2024/02/13/pa-courts-websites-fully-restored-following-cyberattack/|2024-02-13|WITF
DataDome's Bot Bounty Program: A Crowdsourced Approach to Cybersec...|https://bnnbreaking.com/tech/cybersecurity/datadomes-bot-bounty-program-a-crowdsourced-approach-to-cybersecurity|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Eric Leblond, CTO of Stamus Networks: It's time to promote the defenders - Global Security Mag Online|https://www.globalsecuritymag.com/Eric-Leblond-CTO-of-Stamus,20220525,125821.html|2024-02-13|Global Security Mag Online
Parliament websites hit with cyber attack|https://www.tehrantimes.com/news/494851/Parliament-websites-hit-with-cyber-attack|2024-02-13|Tehran Times
Bank of America customer data exposed in IT provider breach|https://www.bankingdive.com/news/bank-america-customer-information-exposed-data-breach-it-Infosys-McCamish-Systems/707402/?.tsrc=rss|2024-02-13|Banking Dive
Jean-Michel Tavernier, ARMIS: To close the doors to pirates, it is essential to list and know your assets - Global Security Mag Online|https://www.globalsecuritymag.com/Jean-Michel-Tavernier-ARMIS-To,20220624,127046.html|2024-02-13|Global Security Mag Online
IntelBroker claims partial Facebook Marketplace database exposure|https://www.scmagazine.com/brief/intelbroker-claims-partial-facebook-marketplace-database-exposure|2024-02-13|SC Media
"CISA Adds Two Known Exploited Vulnerabilities to Catalog | CISA"|https://www.cisa.gov/news-events/alerts/2024/02/13/cisa-adds-two-known-exploited-vulnerabilities-catalog|2024-02-13|cisa.gov
Bank of America customer data compromised after a third-party services provider data breach|https://securityaffairs.com/159085/data-breach/bank-of-america-third-party-services-data-breach.html|2024-02-13|Security Affairs
Massive Ransomware Attack Takes Over 100 Hospitals In Romania Offline|https://www.oann.com/newsroom/massive-ransomware-attack-takes-over-100-hospitals-in-romania-offline/|2024-02-13|One America News Network
ALPHV blackmails Canadian pipeline, claims it stole 190GB|https://www.theregister.com/2024/02/13/alphv_canadian_pipeline/|2024-02-13|theregister.com
BIS Proposes Rule to Address Challenges of Artificial Intelligence and Malicious Cyber-Enabled Activities|https://www.lexology.com/library/detail.aspx?g=573cd656-1249-464f-a721-3256cdbc88fb|2024-02-13|Lexology
"Deloitte delivers cutting-edge insights on government transformation and cybersecurity at World Government Summit | Al Bawaba"|https://www.albawaba.net/business/pr/deloitte-delivers-cutting-edge-insights-government-transformation-and-cybersecurity?overridden_route_name=entity.node.canonical&base_route_name=entity.node.canonical&page_manager_page=node_view&page_manager_page_variant=node_view-panels_variant-0&page_manager_page_variant_weight=0|2024-02-13|Al Bawaba
"Gartner Forecasts Security and Risk Management Spending in MENA to Grow 12% in 2024 | Al Bawaba"|https://www.albawaba.net/business/pr/gartner-forecasts-security-and-risk-management-spending-mena-grow-12-2024-1552943?overridden_route_name=entity.node.canonical&base_route_name=entity.node.canonical&page_manager_page=node_view&page_manager_page_variant=node_view-panels_variant-0&page_manager_page_variant_weight=0|2024-02-13|Al Bawaba
"Cisco Announces AI Innovation and Partnerships at Cisco Live Amsterdam | Al Bawaba"|https://www.albawaba.net/business/pr/cisco-announces-ai-innovation-and-partnerships-cisco-live-amsterdam-1552932?overridden_route_name=entity.node.canonical&base_route_name=entity.node.canonical&page_manager_page=node_view&page_manager_page_variant=node_view-panels_variant-0&page_manager_page_variant_weight=0|2024-02-13|Al Bawaba
China Hacks America Again and Prepares for Deadly Cyberattacks|https://www.thetrumpet.com/28960-china-hacks-america-again-and-prepares-for-deadly-cyberattacks|2024-02-13|The Trumpet
US Lawmakers Warn of Chinese Biotech Firm's Ties to CCP and Milita...|https://bnnbreaking.com/politics/us-lawmakers-warn-of-chinese-biotech-firms-ties-to-ccp-and-military|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Uttar Pradesh Police STF Honored with 'Excellence in Cyber Law Enf...|https://bnnbreaking.com/tech/uttar-pradesh-police-stf-honored-with-excellence-in-cyber-law-enforcement-award|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
SonicWall Honours Treasured Partners, Distributors with Annual SonicWall Partner Awards - SME & Entrepreneurship Magazine|https://sme.asia/sonicwall-honours-treasured-partners-distributors-with-annual-sonicwall-partner-awards/|2024-02-13|SME & Entrepreneurship Magazine
Bank of America notifies customers of third-party breach of 'deferred compensation plans'|https://www.scmagazine.com/news/bank-of-america-notifies-customers-of-third-party-breach-of-deferred-compensation-plans|2024-02-13|SC Media
Piratage : 5 erreurs qui vous exposent aux hackers|https://www.planet.fr/guide-dachat-piratage-5-erreurs-qui-vous-exposent-aux-hackers.2955804.803046.html|2024-02-13|Planet
Los ciberdelincuentes van ahora a por tu reloj inteligente: Así es como debes protegerte|https://www.burgosconecta.es/vivir/tecnologia/ciberdelincuentes-van-reloj-inteligente-debes-protegerte-20240212191008-ntrc.html|2024-02-13|BURGOSconecta
CISOs share 5 priorities for 2024|https://www.securitymagazine.com/articles/100404-cisos-share-5-priorities-for-2024|2024-02-13|Security Magazine
Cómo garantizar la seguridad de tu software ERP y tu empresa|https://g5noticias.cl/2024/02/13/como-garantizar-la-seguridad-de-tu-software-erp-y-tu-empresa/|2024-02-13|G5noticias
Une plainte déposée par l'hôpital d'Armentières après la cyberattaque du week-end dernier  - France Bleu|https://www.francebleu.fr/infos/faits-divers-justice/une-plainte-deposee-par-l-hopital-d-armentieres-apres-la-cyberattaque-du-week-end-dernier-4190234|2024-02-13|France Bleu
Vol de données, attaque informatique d'ampleur... les comptes de 600 000 bénéficiaires de la Caf piratés par un groupe de hackers|https://www.ladepeche.fr/2024/02/13/vol-de-donnees-attaque-informatique-dampleur-les-comptes-de-600-000-beneficiaires-de-la-caf-pirates-par-un-groupe-de-hackers-11763326.php|2024-02-13|Ladepeche.fr
10 Best Secure Network As a Service for MSP Providers - 2024|https://cybersecuritynews.com/secure-network-as-a-service-for-msp/|2024-02-13|Cyber Security News
Geopolitical Tensions and Economic Uncertainty: A Global Power Shi...|https://bnnbreaking.com/politics/geopolitical-tensions-and-economic-uncertainty-a-global-power-shift|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
zeroRISC, Nuvoton, Winbond produce OpenTitan secure silicon|https://www.eenewseurope.com/en/zerorisc-nuvoton-winbond-produce-opentitan-secure-silicon/|2024-02-13|eeNews Europe
LATE BRIEFING - Unternehmen und Märkte|https://www.finanznachrichten.de/nachrichten-2024-02/61395870-late-briefing-unternehmen-und-maerkte-015.htm|2024-02-13|FinanzNachrichten.de
LATE BRIEFING - Unternehmen und Märkte -2-|https://www.finanznachrichten.de/nachrichten-2024-02/61395871-late-briefing-unternehmen-und-maerkte-2-015.htm|2024-02-13|FinanzNachrichten.de
Superior Energy Services Announces Special Dividend|https://www.benzinga.com/pressreleases/24/02/g37101691/superior-energy-services-announces-special-dividend|2024-02-13|Benzinga
GovExec Selects MITRE's Yosry Barsoum as a 2024 Federal 100 Honoree|https://www.startup365.fr/govexec-selects-mitres-yosry-barsoum-as-a-2024-federal-100-honoree/|2024-02-13|startup365.fr
Los ciberdelincuentes van ahora a por tu reloj inteligente: Así es como debes protegerte|https://www.leonoticias.com/vivir/tecnologia/ciberdelincuentes-van-reloj-inteligente-debes-protegerte-20240212191008-ntrc.html|2024-02-13|Leonoticias
Superior Energy Services Announces Special Dividend|https://www.streetinsider.com/Globe+Newswire/Superior+Energy+Services+Announces+Special+Dividend/22764074.html|2024-02-13|StreetInsider.com
Piratage des mutuelles : que devez-vous faire si vos données sont concernées ?|https://www.lanouvellerepublique.fr/a-la-une/piratage-des-mutuelles-que-devez-vous-faire-si-vos-donnees-sont-concernees|2024-02-13|lanouvellerepublique.fr
Fake news et désinformation : quelles séries télé se sont emparées du sujet en premier ?|https://www.lepoint.fr/pop-culture/fake-news-et-desinformation-quelles-series-tele-se-sont-emparees-du-sujet-en-premier-13-02-2024-2552367_2920.php|2024-02-13|Le Point.fr
LATE BRIEFING - Unternehmen und Märkte|https://www.finanzen.at/nachrichten/aktien/late-briefing-unternehmen-und-markte-1033062574|2024-02-13|finanzen.at
"Digital Assets Custody and Financial Solutions | Dive into HyperBC Security Pyramid"|https://techbullion.com/digital-assets-custody-and-financial-solutions-dive-into-hyperbc-security-pyramid/|2024-02-13|TechBullion
"Serious IT incidents in Canadian financial sector almost tripled in 2023 | IT World Canada News"|https://www.itworldcanada.com/article/serious-it-incidents-in-canadian-financial-sector-almost-tripled-in-2023/558602|2024-02-13|ITWorld Canada
LATE BRIEFING - Unternehmen und Märkte|https://www.finanzen.ch/nachrichten/aktien/late-briefing-unternehmen-und-markte-1033062571|2024-02-13|finanzen.ch
Council Post: Best Practices For Building And Refining Mobile And Web Apps For Trading And Investing|https://www.forbes.com/sites/forbesbusinessdevelopmentcouncil/2024/02/13/best-practices-for-building-and-refining-mobile-and-web-apps-for-trading-and-investing/|2024-02-13|Forbes
"Serious IT incidents in Canadian financial sector almost tripled in 2023 | IT Business"|https://www.itbusiness.ca/news/serious-it-incidents-in-canadian-financial-sector-almost-tripled-in-2023/127240|2024-02-13|ITBusiness.ca
Global Cybersecurity Association launches GCA Index to help curb cyber crime|https://www.zeebiz.com/technology/news-global-cybersecurity-association-launches-gca-index-to-help-curb-cyber-crime-276373|2024-02-13|Zee Business
Great American Insurance Group Bolsters Cybersecurity with New Divisional VP|https://bnnbreaking.com/tech/great-american-insurance-group-bolsters-cybersecurity-with-new-divisional-vp|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
Portnox Joins Microsoft Intelligent Security Association to Enhance Cybersecurity Collaboration|https://finance.yahoo.com/news/portnox-joins-microsoft-intelligent-security-140000112.html|2024-02-13|Yahoo! Finance
Going Green: Collaboration Between a Software Development Company and|https://energycentral.com/news/going-green-collaboration-between-software-development-company-and-renewable-energy-business-1|2024-02-13|Energy Central
Storj accelerates growth to revolutionize enterprise cloud object storage in 2024 through globally distributed architecture, partnerships, and values-driven initiatives - ExBulletin|https://exbulletin.com/tech/2564552/|2024-02-13|ExBulletin
2023 Data Breach Cost to Clorox and Johnson Controls Reaches Nearly $76 Million - CPO Magazine|https://www.cpomagazine.com/cyber-security/2023-data-breach-cost-to-clorox-and-johnson-controls-reaches-nearly-76-million/|2024-02-13|CPO Magazine
TSX Composite Index (TXCX) Quote - Press Release|https://www.theglobeandmail.com/investing/markets/indices/TXCX/pressreleases/24032262/3-cybersecurity-disruptors-set-to-catapult-in-2024/|2024-02-13|The Globe and Mail
GovExec Selects MITREâs Yosry Barsoum as a 2024 Federal 100 Honoree|https://www.streetinsider.com/Business+Wire/GovExec+Selects+MITRE%E2%80%99s+Yosry+Barsoum+as+a+2024+Federal+100+Honoree/22763853.html|2024-02-13|StreetInsider.com
Reportan 40 mil quejas por mensajes y llamadas fraudulentas tan solo en enero del 2024|https://panamericana.pe/buenosdiasperu/locales/403805-reportan-40-mil-quejas-mensajes-llamadas-fraudulentas-tan-enero-2024|2024-02-13|Panamericana Televisión
German battery maker Varta says five plants hit by cyberattack|https://www.dailymail.co.uk/wires/reuters/article-13079281/German-battery-maker-Varta-says-five-plants-hit-cyberattack.html|2024-02-13|Daily Mail Online
What is Threat Detection and Incident Response?|https://securityboulevard.com/2024/02/what-is-threat-detection-and-incident-response/|2024-02-13|Security Boulevard
Emerging Topics in Cybersecurity: Challenges and Solutions|https://www.mdpi.com/journal/electronics/special_issues/Cybersecurity|2024-02-13|MDPI Open Access Journals
"Casi el 60% de los ciberataques denunciados en CABA durante el último año fueron por ""hostigamiento digital"": ¿Cómo protegerse?"|https://www.cronica.com.ar/policiales/Casi-el-60-de-los-ciberataques-denunciados-en-CABA-durante-el-ultimo-ano-fueron-por-hostigamiento-digital-Como-protegerse-20240213-0108.html|2024-02-13|Crónica
Deloitte delivers cutting-edge insights on government transformation and cybersecurity at WGS|https://www.industriesnews.net/news/274124854/deloitte-delivers-cutting-edge-insights-on-government-transformation-and-cybersecurity-at-wgs|2024-02-13|industriesnews.net
Eastern Communications: Championing Online Security on Safer Inter...|https://bnnbreaking.com/tech/eastern-communications-championing-online-security-on-safer-internet-day-2024|2024-02-13|BNN Breaking - Breaking News, World News and Local News. The People's Network.
These companies have laid off Canadian workers in 2024|https://ca.finance.yahoo.com/news/companies-laid-off-canadian-workers-161646171.html|2024-02-13|Yahoo! Finance
These companies have laid off Canadian workers in 2024|https://www.sudbury.com/national-business/these-companies-have-laid-off-canadian-workers-in-2024-8299428|2024-02-13|Sudbury.com
German Battery Maker Varta Says Five Plants Hit by Cyberattack|https://www.usnews.com/news/technology/articles/2024-02-13/german-battery-maker-varta-says-five-plants-hit-by-cyberattack|2024-02-13|U.S. News & World Report
EQS-Adhoc: VARTA AG: VARTA von Cyberangriff betroffen (deutsch)|https://www.boerse-online.de/dpa-afx/eqs-adhoc-varta-ag-varta-von-cyberangriff-betroffen-deutsch-349393.html|2024-02-13|Börse Online
Eastern Communications leads awareness on Safer Internet Day|https://www.manilatimes.net/2024/02/14/public-square/eastern-communications-leads-awareness-on-safer-internet-day/1932435|2024-02-13|The Manila times
Travel Cybersecurity: i 10 consigli di BizAway per i viaggiatori|https://www.ilmattino.it/tecnologia/news/la_cybersecurity_settore_travel_10_consigli_di_bizaway_viaggiatori-7932727.html|2024-02-13|Il Mattino
7 Ways to Secure Your Crypto Wallet From Hackers - Information Nigeria|https://www.informationng.com/2024/02/7-ways-to-secure-your-crypto-wallet-from-hackers.html|2024-02-13|Information Nigeria
Agencia Vasca Ciberseguridad mantiene el nivel de alerta en previsión de más ataques del grupo prorruso NoName057|https://www.infobae.com/espana/agencias/2024/02/13/agencia-vasca-ciberseguridad-mantiene-el-nivel-de-alerta-en-prevision-de-mas-ataques-del-grupo-prorruso-noname057/|2024-02-13|infobae
How to pivot a PII strategy against the growing threat of cyberattacks - Intelligent CIO Europe|https://www.intelligentcio.com/eu/2024/02/13/how-to-pivot-a-pii-strategy-against-the-growing-threat-of-cyberattacks/|2024-02-13|Intelligent CIO
"5 Cybersecurity Companies in Australia to Know | Built In"|https://builtin.com/articles/cybersecurity-companies-australia|2024-02-13|Built In
Cyberattack on Iran's parliament claimed by dissident group|https://www.al-monitor.com/originals/2024/02/cyberattack-irans-parliament-claimed-dissident-group|2024-02-13|Al-Monitor
Varta Hit by Cyber Attack|https://www.marketwatch.com/story/varta-hit-by-cyber-attack-2c8e81d7|2024-02-13|MarketWatch
Strategic Alliance Reduces Cyber Threat for Small and Medium-Sized Enterprises|https://www.douglas-budget.com/news/state/article_755ccee4-80ab-529c-b019-239f9c74caee.html|2024-02-13|Douglas Budget
AnyDesk Cyber Attack Compromised Production Systems and Leaked Code Signing Certificates - CPO Magazine|https://www.cpomagazine.com/cyber-security/anydesk-cyber-attack-compromised-production-systems-and-leaked-code-signing-certificates/|2024-02-13|CPO Magazine
"Piratage : la CAF confirme "" une violation de données "" mais écarte une faille de sécurité"|https://www.lavoixdunord.fr/1430063/article/2024-02-13/piratage-la-caf-confirme-une-violation-de-donnees-mais-ecarte-une-faille-de|2024-02-13|La Voix du Nord
Portnox Joins Microsoft Intelligent Security Association to Enhance Cybersecurity Collaboration - Global Security Mag Online|https://www.globalsecuritymag.com/portnox-joins-microsoft-intelligent-security-association-to-enhance.html|2024-02-13|Global Security Mag Online
Varta wird attackiert: Auch das noch...|https://www.finanznachrichten.de/nachrichten-2024-02/61395002-varta-wird-attackiert-auch-das-noch-424.htm|2024-02-13|FinanzNachrichten.de
EQS-Adhoc: VARTA AG: VARTA von Cyberangriff betroffen (deutsch)|https://boerse-express.com/news/articles/eqs-adhoc-varta-ag-varta-von-cyberangriff-betroffen-deutsch-604560|2024-02-13|Börse Express
Ivanti Gets Poor Marks for Cyber Incident Response|https://www.darkreading.com/cloud-security/ivanti-poor-marks-cyber-incident-response|2024-02-13|Dark Reading
These companies have laid off Canadian workers in 2024|https://www.baytoday.ca/business/these-companies-have-laid-off-canadian-workers-in-2024-8299428|2024-02-13|BayToday.ca
La Agencia Vasca de Ciberseguridad mantiene el nivel de alerta esperando nuevos ataques por parte del grupo prorruso NoName057|https://www.noticiasde.es/pais-vasco/la-agencia-vasca-de-ciberseguridad-mantiene-el-nivel-de-alerta-esperando-nuevos-ataques-por-parte-del-grupo-prorruso-noname057/|2024-02-13|NoticiasDe.es
Use of 'Hunter-Killer' Malware on the Rise, Study Finds|https://securityboulevard.com/?p=2008623|2024-02-13|Security Boulevard
