Date|Group|Nombre d'attaques
2022-07-01|everest|2
2022-07-01|cheers|2
2022-06-30|snatch|2
2022-06-30|cheers|2
2022-06-30|lockbit3|2
2022-06-30|quantum|2
2022-06-29|snatch|2
2022-06-29|quantum|2
2022-06-29|blackbasta|2
2022-06-29|lockbit3|4
2022-06-28|cheers|2
2022-06-28|hive|2
2022-06-28|hiveleak|2
2022-06-28|lockbit2|2
2022-06-27|vicesociety|2
2022-06-27|lorenz|2
2022-06-27|cuba|2
2022-06-26|vicesociety|2
2022-06-26|blackbyte|2
2022-06-26|blackbasta|2
2022-06-26|lockbit2|2
2022-06-24|ragnarlocker|2
2022-06-23|ragnarlocker|2
2022-06-23|alphv|1
2022-06-23|hive|2
2022-06-23|hiveleak|2
2022-06-23|everest|2
2022-06-22|alphv|3
2022-06-22|lv|2
2022-06-22|vicesociety|4
2022-06-21|blackbasta|10
2022-06-21|lockbit2|10
2022-06-21|vicesociety|2
2022-06-20|lockbit2|14
2022-06-19|lockbit2|2
2022-06-18|lockbit2|6
2022-06-18|suncrypt|2
2022-06-17|lockbit2|8
2022-06-16|quantum|2
2022-06-16|lockbit2|4
2022-06-15|vicesociety|4
2022-06-15|lv|2
2022-06-15|alphv|1
2022-06-15|lockbit2|2
2022-06-15|blackbasta|2
2022-06-14|lockbit2|10
2022-06-14|quantum|8
2022-06-14|alphv|3
2022-06-14|ransomhouse|2
2022-06-14|everest|2
2022-06-14|lv|4
2022-06-14|blackbasta|2
2022-06-13|vicesociety|2
2022-06-13|cuba|2
2022-06-13|lockbit2|2
2022-06-12|blackbyte|2
2022-06-12|blackbasta|2
2022-06-12|lockbit2|4
2022-06-11|alphv|1
2022-06-11|lockbit2|2
2022-06-11|everest|2
2022-06-10|alphv|1
2022-06-10|blackbasta|4
2022-06-10|lockbit2|4
2022-06-09|lockbit2|4
2022-06-09|lv|2
2022-06-09|vicesociety|2
2022-06-08|hive|1
2022-06-08|hiveleak|1
2022-06-08|blackbasta|2
2022-06-07|blackbasta|2
2022-06-07|conti|2
2022-06-07|lockbit2|6
2022-06-06|everest|2
2022-06-06|lockbit2|14
2022-06-05|lockbit2|4
2022-06-04|lockbit2|14
2022-06-04|lv|2
2022-06-04|suncrypt|2
2022-06-04|ragnarlocker|2
2022-06-03|lockbit2|2
2022-06-02|vicesociety|6
2022-06-02|alphv|2
2022-06-02|lockbit2|10
2022-06-01|lv|4
2022-06-01|lockbit2|2
2022-06-01|ragnarlocker|2
2022-06-01|blackbasta|4
2022-06-01|alphv|1
2022-05-31|blackbasta|2
2022-05-31|lorenz|2
2022-05-31|alphv|2
2022-05-30|hive|2
2022-05-30|hiveleak|2
2022-05-30|alphv|2
2022-05-30|lockbit2|8
2022-05-29|lockbit2|8
2022-05-29|blackbasta|2
2022-05-29|cheers|8
2022-05-28|hive|2
2022-05-28|hiveleak|2
2022-05-28|blackbasta|2
2022-05-27|clop|7
2022-05-27|quantum|2
2022-05-27|lockbit2|4
2022-05-27|alphv|1
2022-05-26|lockbit2|4
2022-05-26|everest|2
2022-05-26|lorenz|2
2022-05-26|hive|3
2022-05-26|hiveleak|3
2022-05-25|hive|4
2022-05-25|hiveleak|4
2022-05-25|darkleakmarket|2
2022-05-25|blackbasta|2
2022-05-25|conti|4
2022-05-25|lockbit2|2
2022-05-24|kelvinsecurity|4
2022-05-24|conti|6
2022-05-24|lockbit2|16
2022-05-24|blackbasta|2
2022-05-24|hive|1
2022-05-24|hiveleak|1
2022-05-24|alphv|1
2022-05-23|clop|1
2022-05-23|ragnarlocker|2
2022-05-23|quantum|6
2022-05-23|conti|18
2022-05-23|lockbit2|4
2022-05-22|alphv|1
2022-05-22|lockbit2|4
2022-05-22|snatch|2
2022-05-22|blackbasta|2
2022-05-21|lockbit2|2
2022-05-21|blackbyte|4
2022-05-20|lockbit2|12
2022-05-20|hive|1
2022-05-20|hiveleak|1
2022-05-20|vicesociety|2
2022-05-19|hive|3
2022-05-19|hiveleak|3
2022-05-19|lockbit2|12
2022-05-19|lorenz|2
2022-05-19|blackbasta|2
2022-05-19|alphv|1
2022-05-19|vicesociety|6
2022-05-19|lv|2
2022-05-18|lockbit2|6
2022-05-18|darkleakmarket|2
2022-05-18|alphv|1
2022-05-17|lockbit2|12
2022-05-17|quantum|6
2022-05-17|conti|2
2022-05-17|cuba|2
2022-05-16|lorenz|4
2022-05-16|blackbasta|2
2022-05-16|lockbit2|22
2022-05-16|cuba|2
2022-05-15|lockbit2|4
2022-05-14|lockbit2|6
2022-05-14|conti|2
2022-05-13|lockbit2|18
2022-05-13|clop|1
2022-05-13|kelvinsecurity|2
2022-05-13|alphv|1
2022-05-12|lockbit2|2
2022-05-12|conti|2
2022-05-12|revil|2
2022-05-12|blackbyte|6
2022-05-11|alphv|2
2022-05-11|lockbit2|2
2022-05-11|ragnarlocker|2
2022-05-11|vicesociety|6
2022-05-10|blackbasta|2
2022-05-10|lockbit2|8
2022-05-09|blackbasta|6
2022-05-09|stormous|2
2022-05-09|lockbit2|4
2022-05-09|ransomhouse|8
2022-05-07|lockbit2|2
2022-05-06|lockbit2|6
2022-05-06|kelvinsecurity|4
2022-05-05|blackbasta|4
2022-05-05|lockbit2|6
2022-05-05|lorenz|2
2022-05-05|mindware|26
2022-05-04|vicesociety|4
2022-05-04|blackbasta|2
2022-05-04|hive|1
2022-05-04|hiveleak|1
2022-05-04|lorenz|2
2022-05-04|lockbit2|6
2022-05-04|conti|2
2022-05-03|alphv|2
2022-05-03|vicesociety|2
2022-05-03|revil|2
2022-05-03|kelvinsecurity|6
2022-05-03|lockbit2|2
2022-05-02|blackbasta|6
2022-05-02|lockbit2|8
2022-05-02|everest|2
2022-05-02|blackbyte|6
2022-05-02|lv|2
2022-05-01|lockbit2|10
2022-05-01|everest|2
2022-05-01|alphv|1
2022-04-30|alphv|3
2022-04-30|lockbit2|10
2022-04-29|quantum|12
2022-04-29|lockbit2|8
2022-04-29|alphv|1
2022-04-29|onyx|14
2022-04-29|hive|1
2022-04-29|hiveleak|1
2022-04-29|vicesociety|14
2022-04-29|lv|2
2022-04-28|alphv|1
2022-04-28|conti|2
2022-04-28|vicesociety|10
2022-04-28|quantum|2
2022-04-28|blackbasta|2
2022-04-28|lockbit2|4
2022-04-28|hive|1
2022-04-28|hiveleak|1
2022-04-27|lockbit2|4
2022-04-27|quantum|2
2022-04-27|alphv|2
2022-04-27|conti|4
2022-04-26|blackbasta|22
2022-04-26|hive|1
2022-04-26|hiveleak|1
2022-04-26|alphv|2
2022-04-26|quantum|2
2022-04-25|stormous|6
2022-04-25|kelvinsecurity|4
2022-04-25|conti|2
2022-04-25|lockbit2|10
2022-04-24|lockbit2|4
2022-04-24|alphv|1
2022-04-24|suncrypt|2
2022-04-23|lockbit2|12
2022-04-23|conti|2
2022-04-23|vicesociety|2
2022-04-22|vicesociety|2
2022-04-22|revil|2
2022-04-22|alphv|1
2022-04-22|cuba|4
2022-04-22|lockbit2|18
2022-04-22|kelvinsecurity|2
2022-04-21|vicesociety|4
2022-04-21|lorenz|2
2022-04-21|arvinclub|2
2022-04-21|lockbit2|6
2022-04-21|darkleakmarket|14
2022-04-21|revil|6
2022-04-20|ragnarlocker|2
2022-04-20|revil|2
2022-04-20|conti|2
2022-04-20|everest|2
2022-04-20|lockbit2|10
2022-04-20|arvinclub|2
2022-04-20|alphv|1
2022-04-20|quantum|2
2022-04-19|conti|8
2022-04-19|alphv|1
2022-04-19|lockbit2|18
2022-04-18|alphv|1
2022-04-18|conti|4
2022-04-18|lockbit2|8
2022-04-18|hive|1
2022-04-18|hiveleak|1
2022-04-17|vicesociety|2
2022-04-17|conti|4
2022-04-16|everest|2
2022-04-16|suncrypt|2
2022-04-15|conti|4
2022-04-15|lockbit2|8
2022-04-15|lv|2
2022-04-15|alphv|1
2022-04-14|midas|2
2022-04-14|conti|4
2022-04-14|lockbit2|24
2022-04-14|lorenz|2
2022-04-14|suncrypt|4
2022-04-13|lockbit2|8
2022-04-13|everest|2
2022-04-13|lorenz|2
2022-04-12|everest|2
2022-04-12|conti|2
2022-04-12|alphv|6
2022-04-12|lockbit2|4
2022-04-12|stormous|10
2022-04-12|quantum|6
2022-04-12|lorenz|2
2022-04-12|cuba|2
2022-04-11|quantum|4
2022-04-11|lockbit2|8
2022-04-11|conti|8
2022-04-11|lorenz|2
2022-04-10|clop|2
2022-04-10|lockbit2|18
2022-04-10|conti|2
2022-04-09|lockbit2|6
2022-04-08|conti|2
2022-04-08|lockbit2|6
2022-04-08|cuba|2
2022-04-07|lockbit2|8
2022-04-07|midas|4
2022-04-07|hive|1
2022-04-07|hiveleak|1
2022-04-06|conti|2
2022-04-06|everest|2
2022-04-06|ragnarlocker|2
2022-04-06|lorenz|2
2022-04-06|lockbit2|18
2022-04-05|ransomexx|2
2022-04-05|conti|2
2022-04-05|lockbit2|4
2022-04-04|conti|4
2022-04-04|stormous|2
2022-04-04|lockbit2|14
2022-04-03|conti|4
2022-04-03|lockbit2|18
2022-04-03|midas|2
2022-04-02|conti|6
2022-04-02|lockbit2|4
2022-04-01|conti|8
2022-04-01|lockbit2|4
2022-04-01|alphv|2
2022-04-01|kelvinsecurity|30
2022-03-31|conti|8
2022-03-31|lockbit2|10
2022-03-31|alphv|1
2022-03-31|stormous|2
2022-03-31|snatch|2
2022-03-30|lockbit2|16
2022-03-30|conti|4
2022-03-30|pandora|4
2022-03-30|blackbyte|10
2022-03-30|cuba|4
2022-03-29|hive|1
2022-03-29|hiveleak|1
2022-03-29|ransomexx|2
2022-03-29|conti|12
2022-03-29|leaktheanalyst|4
2022-03-29|vicesociety|6
2022-03-29|lorenz|2
2022-03-29|lockbit2|2
2022-03-29|alphv|1
2022-03-28|conti|10
2022-03-28|stormous|4
2022-03-28|vicesociety|4
2022-03-28|clop|4
2022-03-28|lockbit2|10
2022-03-28|alphv|1
2022-03-28|suncrypt|2
2022-03-27|lockbit2|8
2022-03-27|blackbyte|4
2022-03-27|clop|5
2022-03-27|conti|2
2022-03-26|lockbit2|6
2022-03-26|hive|1
2022-03-26|hiveleak|1
2022-03-25|lockbit2|10
2022-03-25|alphv|2
2022-03-25|hive|1
2022-03-25|hiveleak|1
2022-03-24|alphv|4
2022-03-24|lockbit2|18
2022-03-24|hive|2
2022-03-24|hiveleak|2
2022-03-24|stormous|2
2022-03-24|vicesociety|2
2022-03-24|conti|2
2022-03-23|lockbit2|10
2022-03-23|hive|4
2022-03-23|hiveleak|4
2022-03-23|midas|2
2022-03-23|everest|2
2022-03-23|cuba|4
2022-03-23|alphv|3
2022-03-23|vicesociety|4
2022-03-23|stormous|2
2022-03-23|conti|4
2022-03-22|conti|4
2022-03-22|lockbit2|6
2022-03-22|hive|10
2022-03-22|hiveleak|10
2022-03-22|stormous|6
2022-03-21|conti|2
2022-03-21|lockbit2|18
2022-03-21|alphv|3
2022-03-21|midas|2
2022-03-20|lockbit2|10
2022-03-20|arvinclub|2
2022-03-20|ransomexx|2
2022-03-20|conti|4
2022-03-19|conti|8
2022-03-19|lockbit2|6
2022-03-18|conti|6
2022-03-18|alphv|3
2022-03-18|hive|1
2022-03-18|hiveleak|1
2022-03-18|midas|2
2022-03-18|lockbit2|26
2022-03-18|everest|2
2022-03-17|lockbit2|26
2022-03-17|suncrypt|2
2022-03-17|conti|10
2022-03-17|pandora|6
2022-03-17|alphv|1
2022-03-16|lockbit2|14
2022-03-16|alphv|1
2022-03-16|suncrypt|2
2022-03-15|lockbit2|4
2022-03-15|midas|2
2022-03-15|everest|2
2022-03-15|lorenz|6
2022-03-14|ransomexx|2
2022-03-14|alphv|2
2022-03-14|lockbit2|2
2022-03-14|ragnarlocker|2
2022-03-14|everest|4
2022-03-13|lockbit2|10
2022-03-13|vicesociety|2
2022-03-12|everest|2
2022-03-12|lockbit2|10
2022-03-12|alphv|1
2022-03-12|arvinclub|2
2022-03-11|everest|2
2022-03-11|lockbit2|6
2022-03-10|lockbit2|4
2022-03-09|lockbit2|2
2022-03-09|conti|6
2022-03-08|lockbit2|2
2022-03-08|conti|2
2022-03-08|everest|2
2022-03-08|alphv|1
2022-03-08|snatch|4
2022-03-07|conti|8
2022-03-07|blackbyte|2
2022-03-07|everest|22
2022-03-07|lockbit2|8
2022-03-07|alphv|1
2022-03-06|conti|2
2022-03-05|lockbit2|2
2022-03-05|alphv|1
2022-03-04|ragnarlocker|2
2022-03-04|conti|14
2022-03-04|hive|1
2022-03-04|hiveleak|1
2022-03-04|lockbit2|4
2022-03-03|snatch|2
2022-03-03|lockbit2|4
2022-03-03|conti|6
2022-03-02|lockbit2|16
2022-03-02|conti|2
2022-03-01|lockbit2|4
2022-03-01|alphv|1
2022-02-28|alphv|1
2022-02-28|quantum|2
2022-02-28|lockbit2|6
2022-02-28|sabbath|2
2022-02-28|ragnarlocker|2
2022-02-27|lockbit2|14
2022-02-26|lockbit2|6
2022-02-26|alphv|1
2022-02-26|conti|8
2022-02-25|alphv|3
2022-02-25|snatch|2
2022-02-25|cuba|2
2022-02-25|conti|14
2022-02-25|hive|23
2022-02-25|hiveleak|24
2022-02-25|lockbit2|2
2022-02-24|lockbit2|6
2022-02-24|conti|4
2022-02-23|lockbit2|12
2022-02-23|midas|2
2022-02-23|alphv|1
2022-02-23|conti|4
2022-02-22|midas|2
2022-02-21|suncrypt|4
2022-02-21|lockbit2|4
2022-02-20|everest|2
2022-02-20|lockbit2|4
2022-02-19|snatch|4
2022-02-19|alphv|1
2022-02-19|lockbit2|28
2022-02-19|everest|2
2022-02-19|conti|2
2022-02-18|alphv|4
2022-02-18|lv|2
2022-02-18|cuba|4
2022-02-18|conti|2
2022-02-18|lockbit2|2
2022-02-16|clop|3
2022-02-16|alphv|2
2022-02-16|lv|2
2022-02-15|ransomexx|2
2022-02-15|lockbit2|4
2022-02-15|suncrypt|2
2022-02-15|conti|4
2022-02-15|alphv|2
2022-02-14|lockbit2|14
2022-02-14|marketo|2
2022-02-14|conti|2
2022-02-14|lv|2
2022-02-14|alphv|2
2022-02-13|alphv|8
2022-02-13|lockbit2|10
2022-02-13|midas|2
2022-02-13|conti|2
2022-02-12|lockbit2|4
2022-02-12|blackbyte|2
2022-02-12|conti|2
2022-02-12|midas|4
2022-02-11|lockbit2|2
2022-02-11|lv|2
2022-02-11|conti|8
2022-02-10|conti|2
2022-02-09|snatch|2
2022-02-09|everest|2
2022-02-09|lockbit2|2
2022-02-09|quantum|2
2022-02-09|conti|2
2022-02-08|alphv|4
2022-02-08|blackbyte|4
2022-02-08|lockbit2|10
2022-02-08|conti|2
2022-02-08|mountlocker|2
2022-02-08|suncrypt|4
2022-02-07|blackbyte|2
2022-02-07|lockbit2|2
2022-02-07|conti|10
2022-02-06|lockbit2|6
2022-02-06|alphv|2
2022-02-05|suncrypt|2
2022-02-05|lockbit2|8
2022-02-05|alphv|2
2022-02-05|blackbyte|10
2022-02-04|lockbit2|38
2022-02-04|alphv|4
2022-02-04|cuba|6
2022-02-03|lockbit2|2
2022-02-02|quantum|2
2022-02-02|alphv|2
2022-02-02|snatch|2
2022-02-02|lockbit2|2
2022-02-01|lockbit2|2
2022-02-01|midas|2
2022-01-29|lv|2
2022-01-29|alphv|2
2022-01-28|ransomexx|2
2022-01-28|midas|2
2022-01-27|snatch|2
2022-01-27|lockbit2|24
2022-01-27|vicesociety|2
2022-01-27|everest|2
2022-01-25|snatch|2
2022-01-25|lockbit2|2
2022-01-25|ragnarlocker|2
2022-01-25|hive|29
2022-01-25|hiveleak|29
2022-01-25|cuba|2
2022-01-24|lockbit2|4
2022-01-23|lockbit2|4
2022-01-23|alphv|2
2022-01-22|lockbit2|2
2022-01-21|everest|2
2022-01-21|lockbit2|4
2022-01-20|hive|2
2022-01-20|hiveleak|2
2022-01-20|lockbit2|6
2022-01-20|conti|2
2022-01-19|everest|2
2022-01-19|lockbit2|4
2022-01-18|lockbit2|4
2022-01-18|snatch|4
2022-01-18|alphv|2
2022-01-18|midas|2
2022-01-17|alphv|2
2022-01-16|snatch|2
2022-01-16|lockbit2|2
2022-01-16|everest|2
2022-01-16|alphv|2
2022-01-15|sabbath|2
2022-01-15|conti|14
2022-01-15|lockbit2|4
2022-01-14|sabbath|2
2022-01-14|vicesociety|2
2022-01-13|snatch|4
2022-01-13|quantum|2
2022-01-13|cuba|4
2022-01-12|lockbit2|2
2022-01-12|sabbath|2
2022-01-12|vicesociety|6
2022-01-11|snatch|2
2022-01-11|conti|2
2022-01-11|lorenz|2
2022-01-10|lockbit2|10
2022-01-10|cuba|10
2022-01-09|hive|1
2022-01-09|hiveleak|1
2022-01-09|alphv|2
2022-01-09|vicesociety|4
2022-01-08|ragnarlocker|2
2022-01-08|lockbit2|6
2022-01-08|rook|2
2022-01-08|everest|2
2022-01-07|vicesociety|2
2022-01-07|lockbit2|8
2022-01-07|alphv|4
2022-01-06|payloadbin|2
2022-01-06|vicesociety|50
2022-01-06|alphv|4
2022-01-06|conti|2
2022-01-05|snatch|2
2022-01-05|lockbit2|2
2022-01-04|lockbit2|2
2022-01-04|nightsky|4
2022-01-04|sabbath|6
2022-01-03|lockbit2|2
2022-01-03|conti|2
2022-01-01|lockbit2|4
2022-01-01|leaktheanalyst|36
2022-01-01|vicesociety|4
2022-01-01|alphv|4
2022-01-01|payloadbin|4
2021-12-31|lv|1
2021-12-31|quantum|1
2021-12-31|lockbit2|1
2021-12-30|alphv|10
2021-12-30|lockbit2|4
2021-12-30|blacktor|4
2021-12-30|ragnarok|1
2021-12-30|cuba|6
2021-12-30|conti|1
2021-12-28|conti|1
2021-12-28|hiveleak|1
2021-12-28|sabbath|1
2021-12-28|rook|2
2021-12-27|conti|1
2021-12-27|midas|1
2021-12-26|snatch|2
2021-12-26|rook|1
2021-12-26|conti|9
2021-12-25|lockbit2|3
2021-12-25|midas|1
2021-12-25|conti|1
2021-12-24|lockbit2|3
2021-12-23|quantum|2
2021-12-23|payloadbin|1
2021-12-23|conti|1
2021-12-23|clop|2
2021-12-23|lockbit2|1
2021-12-23|lorenz|1
2021-12-22|lockbit2|2
2021-12-22|conti|1
2021-12-21|snatch|3
2021-12-21|atomsilo|4
2021-12-21|conti|1
2021-12-21|everest|1
2021-12-21|lockbit2|8
2021-12-21|lv|1
2021-12-20|conti|2
2021-12-20|snatch|1
2021-12-20|sabbath|1
2021-12-20|hiveleak|2
2021-12-19|blackbyte|2
2021-12-18|mosesstaff|16
2021-12-18|alphv|2
2021-12-18|blackshadow|3
2021-12-18|cryp70n1c0d3|11
2021-12-18|hiveleak|20
2021-12-18|rook|2
2021-12-18|lockbit2|3
2021-12-16|lv|1
2021-12-15|clop|1
2021-12-15|ransomexx|1
2021-12-15|lockbit2|2
2021-12-15|conti|1
2021-12-15|ragnarlocker|1
2021-12-14|conti|2
2021-12-14|snatch|2
2021-12-14|lorenz|1
2021-12-14|rook|2
2021-12-14|lockbit2|1
2021-12-13|conti|6
2021-12-13|lv|1
2021-12-12|sabbath|1
2021-12-11|lockbit2|2
2021-12-10|lv|1
2021-12-10|snatch|1
2021-12-10|clop|1
2021-12-10|ragnarlocker|1
2021-12-10|ransomexx|1
2021-12-10|lockbit2|2
2021-12-10|sabbath|1
2021-12-09|everest|2
2021-12-09|lockbit2|14
2021-12-09|ragnarlocker|1
2021-12-09|lv|1
2021-12-09|blackbyte|3
2021-12-09|quantum|4
2021-12-09|conti|2
2021-12-08|lv|2
2021-12-08|lockbit2|13
2021-12-08|midas|1
2021-12-07|snatch|2
2021-12-07|marketo|31
2021-12-07|rook|1
2021-12-06|bonacigroup|1
2021-12-06|everest|1
2021-12-06|blackbyte|1
2021-12-06|robinhood|1
2021-12-06|pysa|1
2021-12-06|conti|2
2021-12-06|ransomexx|1
2021-12-06|lv|1
2021-12-05|lv|2
2021-12-05|conti|2
2021-12-04|everest|1
2021-12-04|conti|1
2021-12-04|ragnarlocker|1
2021-12-03|suncrypt|1
2021-12-02|snatch|2
2021-12-02|ragnarlocker|1
2021-12-02|lockbit2|2
2021-12-01|conti|2
2021-12-01|lockbit2|1
2021-11-30|lockbit2|1
2021-11-30|snatch|2
2021-11-30|quantum|1
2021-11-30|suncrypt|1
2021-11-30|conti|1
2021-11-30|blackbyte|3
2021-11-29|conti|3
2021-11-29|lockbit2|3
2021-11-29|midas|25
2021-11-29|snatch|10
2021-11-28|conti|1
2021-11-28|arvinclub|1
2021-11-27|everest|1
2021-11-27|lockbit2|4
2021-11-26|clop|1
2021-11-26|lockbit2|3
2021-11-26|conti|1
2021-11-25|lockbit2|4
2021-11-25|clop|1
2021-11-24|lockbit2|3
2021-11-23|lv|2
2021-11-23|everest|2
2021-11-23|lockbit2|2
2021-11-23|ragnarlocker|1
2021-11-23|blackbyte|2
2021-11-22|sabbath|6
2021-11-22|lv|4
2021-11-22|lockbit2|6
2021-11-22|conti|2
2021-11-22|everest|1
2021-11-22|quantum|1
2021-11-21|lockbit2|5
2021-11-20|lockbit2|1
2021-11-20|everest|1
2021-11-19|conti|2
2021-11-19|suncrypt|2
2021-11-19|lockbit2|2
2021-11-18|conti|2
2021-11-17|lockbit2|6
2021-11-17|conti|1
2021-11-16|conti|5
2021-11-16|lockbit2|2
2021-11-16|ransomexx|1
2021-11-15|lorenz|1
2021-11-15|blackbyte|4
2021-11-15|lockbit2|1
2021-11-15|everest|1
2021-11-13|everest|2
2021-11-13|blackbyte|3
2021-11-13|lockbit2|2
2021-11-12|lockbit2|4
2021-11-12|conti|1
2021-11-11|conti|6
2021-11-11|everest|1
2021-11-10|lockbit2|6
2021-11-10|conti|1
2021-11-09|lockbit2|6
2021-11-09|conti|2
2021-11-08|conti|2
2021-11-08|lockbit2|2
2021-11-08|pysa|59
2021-11-07|conti|3
2021-11-07|lockbit2|3
2021-11-06|conti|13
2021-11-06|lockbit2|19
2021-11-06|clop|2
2021-11-05|suncrypt|1
2021-11-04|conti|2
2021-11-04|blackmatter|5
2021-11-04|lockbit2|1
2021-11-04|quantum|2
2021-11-03|blackbyte|1
2021-11-02|lockbit2|4
2021-11-02|conti|4
2021-11-01|lockbit2|7
2021-11-01|conti|2
2021-10-31|blackbyte|1
2021-10-31|lockbit2|1
2021-10-30|ragnarlocker|1
2021-10-30|lockbit2|1
2021-10-30|groove|1
2021-10-29|conti|6
2021-10-29|lockbit2|1
2021-10-28|lockbit2|10
2021-10-28|blackbyte|1
2021-10-27|lockbit2|3
2021-10-27|clop|3
2021-10-26|lockbit2|6
2021-10-26|conti|2
2021-10-26|clop|1
2021-10-26|xinglocker|1
2021-10-25|lockbit2|5
2021-10-25|pysa|4
2021-10-25|conti|4
2021-10-25|blackbyte|1
2021-10-24|ransomexx|1
2021-10-24|lockbit2|2
2021-10-24|conti|1
2021-10-24|arvinclub|1
2021-10-23|conti|11
2021-10-23|lockbit2|1
2021-10-23|groove|3
2021-10-23|blackbyte|1
2021-10-22|arvinclub|1
2021-10-22|conti|2
2021-10-22|pysa|3
2021-10-22|groove|2
2021-10-22|lockbit2|5
2021-10-21|conti|1
2021-10-21|lockbit2|10
2021-10-21|clop|1
2021-10-20|lockbit2|2
2021-10-20|clop|1
2021-10-20|conti|2
2021-10-20|everest|1
2021-10-19|spook|3
2021-10-19|clop|2
2021-10-19|blackbyte|1
2021-10-19|payloadbin|1
2021-10-18|pysa|9
2021-10-18|spook|2
2021-10-18|conti|1
2021-10-18|lockbit2|1
2021-10-17|conti|7
2021-10-17|lockbit2|1
2021-10-16|lockbit2|4
2021-10-16|payloadbin|1
2021-10-16|spook|2
2021-10-15|lockbit2|5
2021-10-15|revil|1
2021-10-15|clop|2
2021-10-15|blackbyte|2
2021-10-13|lockbit2|2
2021-10-13|spook|1
2021-10-12|lockbit2|3
2021-10-12|blackbyte|1
2021-10-12|spook|2
2021-10-11|spook|2
2021-10-10|lockbit2|3
2021-10-10|spook|2
2021-10-09|lockbit2|3
2021-10-09|spook|3
2021-10-08|lockbit2|1
2021-10-08|xinglocker|1
2021-10-08|spook|2
2021-10-08|revil|1
2021-10-07|lockbit2|10
2021-10-07|revil|1
2021-10-07|spook|1
2021-10-07|darkleakmarket|3
2021-10-06|ragnarlocker|1
2021-10-06|lockbit2|1
2021-10-06|spook|1
2021-10-05|lockbit2|6
2021-10-05|spook|3
2021-10-05|conti|2
2021-10-05|clop|19
2021-10-05|everest|1
2021-10-04|spook|11
2021-10-04|blackbyte|10
2021-10-04|pysa|11
2021-10-04|bonacigroup|2
2021-10-04|karma|7
2021-10-04|blackmatter|1
2021-10-03|lockbit2|4
2021-10-02|conti|1
2021-10-02|lockbit2|4
2021-10-01|lockbit2|5
2021-10-01|everest|1
2021-10-01|conti|1
2021-10-01|revil|1
2021-09-30|conti|1
2021-09-30|payloadbin|3
2021-09-30|lockbit2|6
2021-09-30|revil|2
2021-09-29|lockbit2|3
2021-09-29|blackmatter|1
2021-09-28|lockbit2|7
2021-09-28|conti|3
2021-09-28|everest|1
2021-09-27|conti|3
2021-09-26|ransomexx|1
2021-09-26|conti|1
2021-09-26|avoslocker|1
2021-09-26|lockbit2|1
2021-09-25|payloadbin|1
2021-09-25|avoslocker|4
2021-09-25|lockbit2|4
2021-09-24|darkleakmarket|1
2021-09-24|conti|5
2021-09-24|lockbit2|3
2021-09-23|conti|3
2021-09-23|lockbit2|7
2021-09-22|conti|4
2021-09-22|lockbit2|9
2021-09-21|lorenz|1
2021-09-21|blackmatter|1
2021-09-20|conti|2
2021-09-20|blackmatter|9
2021-09-20|ransomexx|1
2021-09-20|lockbit2|11
2021-09-20|arvinclub|1
2021-09-19|lockbit2|2
2021-09-18|lockbit2|5
2021-09-18|blackmatter|1
2021-09-17|lockbit2|3
2021-09-17|blackmatter|2
2021-09-17|everest|1
2021-09-16|conti|1
2021-09-16|revil|1
2021-09-15|blackmatter|1
2021-09-14|ragnarlocker|1
2021-09-13|lockbit2|4
2021-09-13|everest|6
2021-09-13|groove|1
2021-09-13|pysa|8
2021-09-12|lockbit2|1
2021-09-11|ragnarlocker|1
2021-09-11|blackmatter|1
2021-09-11|revil|1
2021-09-11|conti|1
2021-09-10|lockbit2|95
2021-09-10|pysa|1
2021-09-10|clop|1
2021-09-10|arvinclub|1
2021-09-10|groove|2
2021-09-09|conti|18
2021-09-09|lockbit2|10
2021-09-09|ragnarlocker|1
2021-09-09|payloadbin|19
2021-09-09|darkleakmarket|26
2021-09-09|groove|4
2021-09-09|blackmatter|9
2021-09-09|mountlocker|17
2021-09-09|ransomexx|20
2021-09-09|nefilim|10
2021-09-09|cuba|6
2021-09-09|azroteam|15
2021-09-09|lockdata|5
2021-09-09|babuk|6
2021-09-09|pay2key|6
2021-09-09|blacktor|1
2021-09-09|pysa|211
2021-09-09|clop|34
2021-09-09|everest|10
2021-09-09|revil|20
2021-09-09|ragnarok|1
2021-09-09|avaddon|142
2021-09-09|arvinclub|11
2021-09-09|suncrypt|10
2021-09-09|alphv|1
2021-09-09|quantum|1
2021-09-04|avoslocker|1
2021-09-01|avoslocker|2
2021-08-29|avoslocker|1
2021-08-28|avoslocker|4
2021-08-19|avoslocker|2
2021-08-17|xinglocker|1
2021-08-10|lorenz|1
2021-08-05|avoslocker|1
2021-07-29|lorenz|1
2021-07-27|lorenz|1
2021-07-08|xinglocker|1
2021-07-01|ragnarlocker|1
2021-06-24|lorenz|1
2021-06-23|ragnarlocker|1
2021-06-18|avoslocker|1
2021-06-13|avoslocker|2
2021-06-06|ragnarlocker|1
2021-06-05|ragnarlocker|1
2021-06-03|xinglocker|1
2021-06-02|xinglocker|2
2021-06-01|lorenz|1
2021-05-27|xinglocker|1
2021-05-26|ragnarlocker|1
2021-05-25|ragnarlocker|1
2021-05-24|xinglocker|2
2021-05-18|xinglocker|1
2021-05-14|xinglocker|3
2021-05-13|xinglocker|1
2021-05-11|lorenz|1
